actor,instrument,objective,sector,climate_amount_usd_m
International Labour Organisation / Regular Budget Supplementary Account,grant,adaptation,buildings,0.0694264
Spain / Comunidad de Castilla y León,grant,adaptation,education,0.0680944
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,mitigation,agriculture_land_use,0.06802720000000001
France / Ministry of Foreign Affairs,grant,adaptation,health,0.0678896
WTO - International Trade Centre / VC unearmarked,grant,mitigation,agriculture_land_use,0.067048
Spain / Comunidad de Castilla y León,grant,mitigation,agriculture_land_use,0.0669796
Spain / Public Universities,grant,both,energy,0.0666482
Spain / Comunidad de Castilla y León,grant,both,other,0.06651359999999999
Spain / Municipalities,grant,both,education,0.0664324
Luxembourg / Ministry of Foreign and European Affairs,grant,both,buildings,0.0659816
Spain / Ministry of the Environment and Rural and Marine Environs,grant,both,transport,0.06563560000000002
Switzerland / Cantons and municipalities,grant,adaptation,energy,0.0653628
Italy / Local administration - Regions and autonomous provinces,grant,both,energy,0.065351
Italy / Public universities and research institutes and Italian red cross,grant,adaptation,health,0.06495600000000001
United States / Department of Agriculture,grant,adaptation,other,0.064892
Ireland / Department of Foreign Affairs,grant,mitigation,water,0.064886
Italy / Ministry of Environment and Energy Security,grant,adaptation,agriculture_land_use,0.06487920000000001
Spain / Municipalities,grant,mitigation,waste,0.0648788
Ireland / Department of Foreign Affairs,grant,mitigation,transport,0.0648788
Spain / Comunidad Autónoma de Extremadura,grant,mitigation,education,0.0648784
Slovenia / Ministry of Foreign and European Affairs,grant,mitigation,other,0.0648132
Latvia / Ministry of Foreign Affairs,grant,both,finance_policy,0.064769
Japan / Ministry of Foreign Affairs,grant,adaptation,waste,0.0645504
Lithuania / Ministry of Foreign Affairs,grant,both,finance_policy,0.0641902
United Kingdom / Department for Environment Food and Rural Affairs,grant,mitigation,agriculture_land_use,0.06388160000000001
Norway / NORFUND,equity,both,water,0.0636968
Italy / Earmarked fiscal flows to religious organisations,grant,adaptation,energy,0.0635232
Korea / Ministry of Strategy and Finance,grant,both,industry_mining,0.06341200000000001
Italy / Local administration - Unspecified,grant,both,water,0.0631902
United Nations Conference on Trade and Development / United Nations Conference on Trade and Development - Regular budget,grant,both,finance_policy,0.06310120000000001
France / Ministry of Agriculture,grant,both,agriculture_land_use,0.062838
Slovenia / Ministry of Foreign and European Affairs,grant,both,water,0.0627164
Slovenia / Ministry of Foreign and European Affairs,grant,mitigation,transport,0.0627164
Switzerland / Cantons and municipalities,grant,adaptation,transport,0.062417
Korea / Ministry of Strategy and Finance,grant,both,energy,0.0615472
Korea / Ministry of Strategy and Finance,grant,both,agriculture_land_use,0.0615472
United Nations Conference on Trade and Development / United Nations Conference on Trade and Development - Regular budget,grant,both,industry_mining,0.06096200000000001
Switzerland / Cantons and municipalities,grant,mitigation,water,0.06023780000000001
Spain / Comunidad de Castilla y León,grant,mitigation,other,0.059939200000000005
Food and Agriculture Organisation / Core resources - developmental,grant,mitigation,energy,0.059680800000000006
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,adaptation,waste,0.059423
Norway / NORFUND,grant,both,transport,0.059038400000000005
United Kingdom / Conflict stability and security fund,grant,adaptation,transport,0.05872000000000001
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,industry_mining,0.058538400000000004
Portugal / Camões-Institute for Cooperation and Language,grant,adaptation,buildings,0.058406000000000007
Spain / Spanish Agency for International Development Co-operation,grant,both,health,0.0578592
Food and Agriculture Organisation / Core resources - developmental,grant,adaptation,industry_mining,0.05754440000000001
Finland / Ministry of Foreign Affairs,grant,mitigation,education,0.057478800000000004
Latvia / Ministry of Foreign Affairs,grant,adaptation,finance_policy,0.05709
France / Interdepartmental,grant,adaptation,health,0.056252
Italy / Central administration,grant,mitigation,finance_policy,0.055472400000000005
Switzerland / Federal Office for the Environment,grant,both,finance_policy,0.055092
Norway / NORFUND,grant,adaptation,water,0.055043600000000005
Switzerland / Cantons and municipalities,grant,both,finance_policy,0.0545144
"Slovenia / Ministry of the Economy, Tourism and Sport",grant,both,energy,0.05438880000000001
Australia / Australian Government,grant,mitigation,buildings,0.054314
Spain / Public Universities,grant,both,other,0.0542242
United Kingdom / British International Investment,equity,mitigation,transport,0.054209
France / COOP DECENTRAL/MAE,grant,mitigation,agriculture_land_use,0.054124
Monaco / Government of Monaco,grant,both,finance_policy,0.054077
"France / Ministry of Economy, Finance and Industry",grant,both,industry_mining,0.054077
Italy / Central administration,grant,adaptation,other,0.054077
Estonia / Ministry of Foreign Affairs,grant,mitigation,other,0.054066
Spain / Comunidad de Castilla y León,grant,both,transport,0.054065999999999996
Spain / Comunidad Autónoma de las Illes Balears,grant,mitigation,agriculture_land_use,0.054065600000000005
Spain / Comunidad Autónoma de las Illes Balears,grant,both,agriculture_land_use,0.05406520000000001
Spain / Comunidad Autónoma de las Illes Balears,grant,both,water,0.0540196
Germany / Free State of Bavaria,grant,mitigation,transport,0.053958
Finland / Ministry of Foreign Affairs,grant,both,energy,0.0535572
Finland / Ministry of Foreign Affairs,grant,mitigation,water,0.0532284
Finland / Ministry of Foreign Affairs,grant,both,education,0.0531164
Spain / Public Universities,grant,mitigation,finance_policy,0.052756000000000004
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,mitigation,water,0.0527504
Japan / Japanese International Co-operation Agency,grant,both,education,0.0523736
Slovenia / Miscellaneous,grant,both,transport,0.05210200000000001
"Austria / Provincial governments, local communities",grant,mitigation,other,0.05209160000000001
Czechia / Czech Development Agency,grant,mitigation,other,0.0520492
Germany / Federal Ministry of Food and Agriculture,grant,both,other,0.051914400000000006
Estonia / Other Public Sector Institutions,grant,both,buildings,0.051903
Italy / Local administration - Regions and autonomous provinces,grant,adaptation,buildings,0.0518952
Finland / Ministry of Foreign Affairs,grant,both,industry_mining,0.0517984
France / Ministry of Foreign Affairs,grant,mitigation,transport,0.051273
Germany / Land North Rhine-Westphalia,grant,mitigation,transport,0.0512716
Switzerland / Cantons and municipalities,grant,adaptation,health,0.05105200000000001
Germany / Land Berlin,grant,both,energy,0.0508256
Spain / Public Universities,grant,adaptation,industry_mining,0.0506056
Spain / Comunidad Autónoma de Cantabria,grant,both,water,0.050422
Canada / Provincial Governments and municipalities,grant,adaptation,water,0.050076
United States / Department of Commerce,grant,adaptation,other,0.05
"United Kingdom / Department for Business, Innovation and Skills",grant,both,water,0.0493502
Italy / Local administration - Regions and autonomous provinces,grant,adaptation,agriculture_land_use,0.049302200000000004
Sweden / Swedish Civil Contingencies Agency,grant,adaptation,buildings,0.049180800000000004
Austria / Austrian Development Agency,grant,both,education,0.0487284
"Austria / Provincial governments, local communities",grant,both,other,0.048333999999999995
Switzerland / Swiss Agency for Development and Co-operation,grant,both,health,0.0477
Germany / Land Lower-Saxony,grant,both,agriculture_land_use,0.0474648
Germany / Land Lower-Saxony,grant,both,education,0.047291400000000004
Czechia / Ministry of Foreign Affairs,grant,both,finance_policy,0.0470384
France / COOP DECENTRAL/MAE,grant,both,health,0.047025
Spain / Comunidad Autónoma de Cantabria,grant,both,agriculture_land_use,0.046974
Poland / Miscellaneous,grant,mitigation,energy,0.046092400000000006
Italy / Public universities and research institutes and Italian red cross,grant,both,finance_policy,0.0460228
Japan / Ministry of Foreign Affairs,grant,both,buildings,0.045740800000000005
German Postcode Lottery,grant,both,energy,0.045424400000000004
Ireland / Department of Foreign Affairs,grant,adaptation,industry_mining,0.0453188
France / COOP DECENTRAL/MAE,grant,mitigation,education,0.0450412
Estonia / Other Ministries,grant,mitigation,education,0.0449828
Czechia / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,0.04467840000000001
Fondation Botnar / Botnar Foundation,grant,both,education,0.0444996
Finland / Ministry of Foreign Affairs,grant,mitigation,agriculture_land_use,0.044405
International Labour Organisation / Regular Budget Supplementary Account,grant,mitigation,other,0.0443744
Spain / Comunidad Autónoma de Aragón,grant,adaptation,water,0.044343
Japan / Ministry of Foreign Affairs,grant,mitigation,finance_policy,0.04428520000000001
Liechtenstein / Ministry of Foreign Affairs,grant,adaptation,energy,0.044112000000000005
Sweden / Miscellaneous,grant,mitigation,industry_mining,0.0435264
Czechia / Ministry of Industry and Trade,grant,mitigation,energy,0.043337
France / COOP DECENTRAL/MAE,grant,adaptation,buildings,0.043272
Spain / Public Universities,grant,adaptation,other,0.043262
Italy / Ministry of Environment and Energy Security,grant,mitigation,finance_policy,0.043262
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,finance_policy,0.043262
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,buildings,0.043262
Estonia / Local Authorites,grant,both,transport,0.043262
France / MIN/SANTE,grant,mitigation,industry_mining,0.043262
Spain / Comunidad Autónoma de Andalucía,grant,both,transport,0.0432524
Spain / Comunidad de Madrid,grant,mitigation,agriculture_land_use,0.0432524
Spain / Comunidad de Madrid,grant,adaptation,water,0.0432524
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,mitigation,industry_mining,0.0432524
Spain / Comunidad Autónoma de Extremadura,grant,mitigation,other,0.0432524
Spain / Comunidad de Madrid,grant,both,education,0.0432524
Japan / Japanese International Co-operation Agency,grant,mitigation,education,0.043092
Spain / Comunidad Foral de Navarra,grant,mitigation,energy,0.0430884
Qatar / Qatar University,grant,mitigation,agriculture_land_use,0.04304720000000001
Spain / Comunidad Autónoma de Cantabria,grant,adaptation,water,0.0430388
Germany / Free State of Bavaria,grant,adaptation,industry_mining,0.0428896
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,mitigation,health,0.042820000000000004
Austria / Austrian Development Agency,grant,mitigation,water,0.0427812
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,both,water,0.042288
Austria / Federal Ministry for European and International Affairs,grant,mitigation,energy,0.042136
"Austria / FM of Education, Science and Research",grant,adaptation,water,0.0418334
Latvia / Other ministries and institutions,grant,mitigation,energy,0.041459600000000006
"Austria / FM of Education, Science and Research",grant,mitigation,energy,0.041068
New Zealand / Ministry of Foreign Affairs and Trade,grant,mitigation,transport,0.0408668
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,both,energy,0.0405432
Germany / Free Hanseatic City of Bremen,grant,adaptation,water,0.040466800000000004
France / Proparco,grant,mitigation,agriculture_land_use,0.040388
Estonia / Other Public Sector Institutions,grant,both,other,0.0402336
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,mitigation,other,0.0401168
"United Kingdom / Foreign, Commonwealth and Development Office",grant,mitigation,health,0.0400596
United States / Millennium Challenge Corporation,grant,adaptation,transport,0.04000000000000001
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,mitigation,buildings,0.04000000000000001
Open Society Foundations,grant,adaptation,water,0.04000000000000001
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,mitigation,water,0.04000000000000001
Open Society Foundations,grant,adaptation,buildings,0.04000000000000001
Spain / Comunidad Autónoma de Galicia,grant,mitigation,education,0.03995080000000001
Food and Agriculture Organisation / Core resources - developmental,grant,mitigation,buildings,0.0395336
France / COOP DECENTRAL/MAE,grant,adaptation,energy,0.03942
Austria / Austrian Development Bank,grant,mitigation,other,0.0389356
Germany / Federal Foreign Office,grant,adaptation,agriculture_land_use,0.038812
Germany / Land North Rhine-Westphalia,grant,mitigation,education,0.038676
Italy / Local administration - Regions and autonomous provinces,grant,mitigation,other,0.0385032
"Austria / FM of Education, Science and Research",grant,both,other,0.038390999999999995
"Austria / Provincial governments, local communities",grant,both,water,0.0378604
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,mitigation,education,0.0377488
Sweden / Ministry of Foreign Affairs,grant,mitigation,transport,0.0377248
Spain / Comunidad de Castilla y León,grant,both,health,0.0376296
Italy / Local administration - Regions and autonomous provinces,grant,both,education,0.0375846
Italy / Local administration - Regions and autonomous provinces,grant,adaptation,energy,0.037421600000000006
Italy / Public universities and research institutes and Italian red cross,grant,adaptation,buildings,0.0371992
Food and Agriculture Organisation / Core resources - developmental,grant,mitigation,industry_mining,0.0369216
Spain / Public Universities,grant,mitigation,water,0.0367882
Thailand / Ministry of Foreign Affairs,grant,mitigation,energy,0.036529
France / Ministry of Foreign Affairs,grant,both,buildings,0.036338800000000004
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,education,0.0363254
Ford Foundation,grant,adaptation,transport,0.036000000000000004
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,adaptation,water,0.035807
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,adaptation,other,0.035794
Spain / Municipalities,grant,adaptation,transport,0.035691
"Austria / FM of Education, Science and Research",grant,adaptation,other,0.0351524
Czechia / Czech Development Agency,grant,adaptation,finance_policy,0.034718
Iceland / Ministry of Foreign Affairs,grant,adaptation,buildings,0.034436800000000004
Spain / Municipalities,grant,adaptation,energy,0.034419200000000004
Poland / Ministry of Foreign Affairs,grant,both,finance_policy,0.034034
Italy / Earmarked fiscal flows to NGOs,grant,adaptation,energy,0.033964
Germany / Land Lower-Saxony,grant,adaptation,education,0.033528
Poland / Ministry of Climate and Environment,grant,both,industry_mining,0.033392
Liechtenstein / Ministry of Foreign Affairs,grant,adaptation,education,0.0333888
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,mitigation,energy,0.033264
"Austria / Provincial governments, local communities",grant,adaptation,water,0.0331308
Spain / Comunidad Autónoma de Cataluña,grant,mitigation,finance_policy,0.0331216
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,mitigation,buildings,0.033049600000000005
Germany / Free Hanseatic City of Bremen,grant,both,energy,0.0328792
German Postcode Lottery,grant,both,water,0.032446
"Spain / Ministry of Agriculture, Fisheries, and Food",grant,both,transport,0.032439600000000006
Spain / Ministry of the Environment and Rural and Marine Environs,grant,adaptation,water,0.032422400000000004
Liechtenstein / Ministry of Foreign Affairs,grant,both,education,0.0318
Korea / Korea International Cooperation Agency,grant,mitigation,other,0.031686
Italy / Local administration - Unspecified,grant,both,education,0.031161200000000003
Spain / Public Universities,grant,both,water,0.031161
Czechia / Czech Development Agency,grant,adaptation,health,0.030912000000000002
Estonia / Other Ministries,grant,mitigation,agriculture_land_use,0.0307092
Italy / Ministry of Foreign Affairs and International Cooperation,grant,mitigation,transport,0.0306188
International Labour Organisation / Regular Budget Supplementary Account,grant,adaptation,industry_mining,0.0305708
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,mitigation,transport,0.0302832
German Postcode Lottery,grant,adaptation,buildings,0.030283
Spain / Comunidad Autónoma de Castilla-La Mancha,grant,both,energy,0.0301404
Switzerland / Cantons and municipalities,grant,mitigation,energy,0.0300502
Austria / Austrian Development Agency,grant,mitigation,education,0.0298508
Canada / Provincial Governments and municipalities,grant,both,agriculture_land_use,0.029646
Switzerland / Cantons and municipalities,grant,both,buildings,0.029603400000000002
Spain / Comunidad de Madrid,grant,both,other,0.0295496
Canada / Miscellaneous,grant,adaptation,health,0.029364800000000003
UNICEF,grant,adaptation,finance_policy,0.0292
Italy / Public universities and research institutes and Italian red cross,grant,adaptation,finance_policy,0.029010800000000003
Germany / Free and Hanseatic City of Hamburg,grant,mitigation,waste,0.02898
Portugal / Camões-Institute for Cooperation and Language,grant,both,industry_mining,0.0286468
Spain / Municipalities,grant,both,waste,0.028620400000000004
Finland / Ministry of Foreign Affairs,grant,mitigation,health,0.028592400000000004
Italy / Public universities and research institutes and Italian red cross,grant,both,industry_mining,0.0285012
Poland / Ministry of Foreign Affairs,grant,both,industry_mining,0.028446
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,both,transport,0.028395
German Postcode Lottery,grant,adaptation,other,0.0283676
Germany / Land Baden-Württemberg,grant,adaptation,water,0.028180000000000004
Hungary / Ministry of Foreign Affairs and Trade,grant,both,transport,0.0277424
Italy / Local administration - Regions and autonomous provinces,grant,mitigation,transport,0.027306
Italy / Local administration - Regions and autonomous provinces,grant,adaptation,health,0.0271852
"Austria / FM of Education, Science and Research",grant,both,buildings,0.027033
Czechia / Ministry of Foreign Affairs,grant,both,industry_mining,0.026606000000000005
Norway / NORFUND,grant,both,education,0.0264404
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,both,energy,0.026106
Slovenia / Miscellaneous,grant,both,energy,0.025957200000000003
Spain / Comunidad Autónoma de las Illes Balears,grant,adaptation,other,0.025951600000000005
Spain / Ministry of the Environment and Rural and Marine Environs,grant,both,energy,0.025951600000000005
Spain / Comunidad Autónoma de la Región de Murcia,grant,both,education,0.025951200000000004
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,education,0.025948
Italy / Local administration - Unspecified,grant,mitigation,agriculture_land_use,0.025935200000000005
Spain / Comunidad Autónoma de las Illes Balears,grant,both,energy,0.025929999999999998
Spain / Municipalities,grant,adaptation,other,0.0259106
Italy / Local administration - Unspecified,grant,adaptation,water,0.025857200000000004
Ireland / Department of Foreign Affairs,grant,mitigation,buildings,0.025696800000000002
Spain / Public Universities,grant,both,industry_mining,0.025653000000000002
UBS Optimus Foundation,grant,both,transport,0.0255024
Germany / Free and Hanseatic City of Hamburg,grant,both,energy,0.0254206
Switzerland / Federal Office for the Environment,grant,mitigation,buildings,0.025375599999999998
Spain / Public Universities,grant,both,health,0.0253362
Czechia / Czech Development Agency,grant,mitigation,finance_policy,0.025235
Ireland / Department of Foreign Affairs,grant,mitigation,industry_mining,0.025146800000000004
Italy / Ministry of Environment and Energy Security,grant,both,agriculture_land_use,0.025078
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,adaptation,finance_policy,0.024923
Germany / Land North Rhine-Westphalia,grant,adaptation,water,0.024484
Poland / Ministry of Interior and Administration,grant,mitigation,other,0.024311200000000005
Poland / Ministry of Interior and Administration,grant,mitigation,finance_policy,0.024311200000000005
UNDP,grant,adaptation,education,0.024287
Latvia / Ministry of Foreign Affairs,grant,adaptation,water,0.024006
Poland / Ministry of Foreign Affairs,grant,adaptation,other,0.0239944
Spain / Ministry of the Environment and Rural and Marine Environs,grant,mitigation,water,0.0237888
Poland / Ministry of Foreign Affairs,grant,mitigation,agriculture_land_use,0.023388400000000004
Germany / Land Berlin,grant,adaptation,buildings,0.0231644
Switzerland / Cantons and municipalities,grant,mitigation,other,0.022904400000000002
Croatia / Ministry of Foreign and European Affairs,grant,both,other,0.0228284
Czechia / Czech Development Agency,grant,mitigation,waste,0.0225132
France / COOP DECENTRAL/MAE,grant,adaptation,industry_mining,0.0223492
International Labour Organisation / Regular Budget Supplementary Account,grant,mitigation,energy,0.022206
Slovenia / Miscellaneous,grant,both,agriculture_land_use,0.022008800000000002
"Spain / Ministry of Agriculture, Fisheries, and Food",grant,mitigation,agriculture_land_use,0.021843
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,adaptation,education,0.021739
Germany / Free State of Bavaria,grant,mitigation,water,0.0216304
Spain / Comunidad de Castilla y León,grant,adaptation,transport,0.021626400000000004
Latvia / Ministry of Foreign Affairs,grant,adaptation,other,0.021626400000000004
Estonia / Other Public Sector Institutions,grant,mitigation,transport,0.021626400000000004
Spain / Comunidad Autónoma del País Vasco o de Euskadi,grant,mitigation,transport,0.021626400000000004
Latvia / Ministry of Foreign Affairs,grant,both,energy,0.021626400000000004
"France / Ministry of Education, Higher education and Research",grant,both,transport,0.021626
Italy / Local administration - Unspecified,grant,adaptation,agriculture_land_use,0.021619
Germany / Free State of Bavaria,grant,mitigation,industry_mining,0.0216176
Portugal / Camões-Institute for Cooperation and Language,other,both,transport,0.021587
Laudes Foundation,grant,mitigation,energy,0.021537600000000004
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,both,water,0.021298
"Austria / FM of Education, Science and Research",grant,adaptation,education,0.020982
Spain / Comunidad de Castilla y León,grant,adaptation,health,0.0209776
Italy / Ministry of Foreign Affairs and International Cooperation,grant,both,agriculture_land_use,0.0205772
Hungary / Ministry of Energy,grant,both,buildings,0.020547
Spain / Comunidad Autónoma de Cataluña,grant,adaptation,agriculture_land_use,0.020395
Germany / Land Lower-Saxony,grant,adaptation,water,0.0203732
Van Leer Foundation / Bernard van Leer Foundation,grant,both,finance_policy,0.020291600000000003
"Austria / Provincial governments, local communities",grant,mitigation,health,0.020290000000000002
Canada / International Development Research Centre,grant,mitigation,other,0.0202044
Spain / Public Universities,grant,mitigation,industry_mining,0.0201196
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,adaptation,energy,0.0200308
Ford Foundation,grant,adaptation,buildings,0.020000000000000004
Austria / Austrian Development Agency,grant,mitigation,agriculture_land_use,0.019974400000000003
Germany / Free State of Bavaria,grant,adaptation,buildings,0.0199256
"United Kingdom / Department for Business, Innovation and Skills",grant,both,industry_mining,0.019888000000000003
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,adaptation,agriculture_land_use,0.0196516
Austria / Austrian Development Agency,grant,adaptation,health,0.019576800000000002
"Austria / FM of Education, Science and Research",grant,both,education,0.019468
Spain / Municipalities,grant,adaptation,health,0.019468
Spain / Comunidad Autónoma de Cantabria,grant,mitigation,education,0.0193584
Spain / Comunidad de Castilla y León,grant,adaptation,agriculture_land_use,0.0192504
Luxembourg / Ministry of Foreign and European Affairs,grant,adaptation,transport,0.0192016
Germany / Free and Hanseatic City of Hamburg,grant,adaptation,education,0.0189032
UNICEF,grant,mitigation,other,0.0188
"United Kingdom / Department for Business, Innovation and Skills",grant,both,waste,0.0187812
Italy / Local administration - Unspecified,grant,mitigation,energy,0.018772
Korea / Miscellaneous,grant,adaptation,transport,0.0184816
Italy / Public universities and research institutes and Italian red cross,grant,both,other,0.018378400000000003
Estonia / Ministry of Foreign Affairs,grant,both,water,0.0181704
Portugal / Portuguese Government,grant,mitigation,finance_policy,0.0179536
Estonia / Other Public Sector Institutions,grant,mitigation,energy,0.0177336
Germany / Federal Foreign Office,grant,both,other,0.017602800000000002
Asian Development Bank,other,both,agriculture_land_use,0.0175
Czechia / Czech Development Agency,grant,mitigation,transport,0.0174888
Italy / Local administration - Municipalities and metropolitan cities,grant,both,transport,0.017304800000000002
Austria / Austrian Development Bank,grant,both,education,0.017304800000000002
Estonia / Other Public Sector Institutions,grant,adaptation,education,0.0173028
Japan / Japanese International Co-operation Agency,grant,mitigation,health,0.016636400000000003
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,both,health,0.0166
Germany / Land Lower-Saxony,grant,both,other,0.016580800000000003
Italy / Local administration - Unspecified,grant,both,health,0.016580400000000002
Italy / Local administration - Regions and autonomous provinces,grant,adaptation,other,0.0165642
Czechia / Ministry of Foreign Affairs,grant,mitigation,agriculture_land_use,0.0162364
Luxembourg / Ministry of Foreign and European Affairs,grant,mitigation,finance_policy,0.015844
Lithuania / Ministry of Foreign Affairs,grant,mitigation,other,0.015672
Germany / Federal Foreign Office,grant,mitigation,finance_policy,0.0156088
Germany / Free State of Bavaria,grant,adaptation,energy,0.015589200000000001
Germany / Land Lower-Saxony,grant,mitigation,education,0.015579200000000001
Qatar / Qatar University,grant,mitigation,energy,0.015476800000000002
France / COOP DECENTRAL/MAE,grant,mitigation,industry_mining,0.0152796
Italy / Public universities and research institutes and Italian red cross,grant,both,transport,0.015177200000000002
Spain / Public Universities,grant,both,buildings,0.0151664
La Caixa Banking Foundation,grant,mitigation,energy,0.0151416
Germany / Free State of Saxony,grant,mitigation,education,0.0151416
Lithuania / Ministry of Foreign Affairs,grant,both,other,0.015138400000000002
Austria / Austrian Development Bank,grant,both,finance_policy,0.015138
Italy / Local administration - Municipalities and metropolitan cities,grant,mitigation,water,0.014882800000000002
Canada / Miscellaneous,grant,mitigation,health,0.0148224
Germany / Free and Hanseatic City of Hamburg,grant,mitigation,agriculture_land_use,0.01449
France / COOP DECENTRAL/MAE,grant,mitigation,health,0.0144068
"Austria / FM of Education, Science and Research",grant,both,energy,0.0143624
Spain / Public Universities,grant,adaptation,water,0.0142746
Spain / Public Universities,grant,adaptation,agriculture_land_use,0.014038000000000002
Romania / ROAID,grant,both,other,0.0139168
France / MIN/EQUIPEMENT,grant,both,other,0.0136456
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,adaptation,other,0.0136164
Iceland / Ministry of Foreign Affairs,grant,both,industry_mining,0.013532800000000001
United Kingdom / UK-India Tech Start-up Fund,grant,both,finance_policy,0.013078000000000001
Germany / Federal Ministry of Education and Research,grant,mitigation,other,0.0130744
Italy / Local administration - Regions and autonomous provinces,grant,both,health,0.013067600000000002
Laudes Foundation,grant,adaptation,education,0.012978400000000001
German Postcode Lottery,grant,adaptation,waste,0.012978400000000001
German Postcode Lottery,grant,mitigation,agriculture_land_use,0.012978400000000001
Italy / Local administration - Unspecified,grant,mitigation,other,0.012976
Germany / Free State of Bavaria,grant,adaptation,transport,0.012975600000000002
Germany / Federal Ministry for Digital and Transport,grant,both,finance_policy,0.012975600000000002
Spain / Comunidad Autónoma de la Región de Murcia,grant,both,other,0.012975600000000002
Luxembourg / Ministry of Foreign and European Affairs,grant,adaptation,finance_policy,0.012830800000000002
Switzerland / Cantons and municipalities,grant,both,transport,0.0126292
Norway / NORFUND,grant,both,buildings,0.012623599999999999
"Thailand / Ministry of Higher Education, Science, Research and Innovation",grant,mitigation,energy,0.012558
Japan / Prefectures,grant,both,water,0.01216
Sweden / Miscellaneous,grant,mitigation,other,0.0121116
Germany / Free State of Bavaria,grant,both,buildings,0.0119348
Japan / Prefectures,grant,both,education,0.011802
Japan / Prefectures,grant,both,finance_policy,0.011802
Canada / Provincial Governments and municipalities,grant,adaptation,education,0.011754800000000001
Italy / Local administration - Regions and autonomous provinces,grant,adaptation,education,0.011702
Italy / Local administration - Unspecified,grant,both,waste,0.0116154
Poland / Ministry of Foreign Affairs,grant,adaptation,education,0.0115524
Hungary / Ministry of Foreign Affairs and Trade,grant,adaptation,water,0.011323600000000001
Slovenia / Miscellaneous,grant,adaptation,other,0.0113072
Italy / Public universities and research institutes and Italian red cross,grant,mitigation,education,0.011248000000000001
Hungary / Ministry of Energy,grant,both,other,0.010868
Spain / Public Universities,grant,adaptation,education,0.010815
Slovenia / Ministry of Defence,grant,adaptation,other,0.010813200000000002
Spain / Comunidad Autónoma de Aragón,grant,mitigation,education,0.010813200000000002
Ireland / Department of Foreign Affairs,grant,both,waste,0.010813
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,agriculture_land_use,0.010813
Germany / Land Saarland,grant,both,agriculture_land_use,0.010799600000000001
Lithuania / Ministry of Foreign Affairs,grant,both,energy,0.0107928
Austria / Austrian Development Bank,grant,mitigation,education,0.010772400000000001
Italy / Earmarked fiscal flows to religious organisations,grant,both,water,0.010556000000000001
"Austria / FM of Education, Science and Research",grant,both,water,0.010457000000000001
Lithuania / Ministry of Foreign Affairs,grant,mitigation,buildings,0.010425200000000003
United Kingdom / Department for Environment Food and Rural Affairs,grant,mitigation,buildings,0.010352400000000001
"United Kingdom / Foreign, Commonwealth and Development Office",grant,both,waste,0.010284
Poland / Ministry of Foreign Affairs,grant,mitigation,water,0.0101572
United States / State Department,grant,mitigation,education,0.01
Germany / Land Hesse,grant,adaptation,agriculture_land_use,0.0099912
Germany / Land North Rhine-Westphalia,grant,both,education,0.009732
Italy / Local administration - Unspecified,grant,both,industry_mining,0.009725600000000001
Poland / Ministry of Foreign Affairs,grant,adaptation,energy,0.0096896
Greece / Ministry of National Defense,grant,adaptation,other,0.009680600000000001
